,area,id,parent_id,group,analysis_year,has_agriculture,has_buildings,has_coastline,has_cold_network,has_electricity_storage,has_employment,has_fce,has_industry,has_lignite,has_merit_order,has_metal,has_mountains,has_old_technologies,has_other,has_solar_csp,has_import_export,use_network_calculations,use_merit_order_demands,has_weather_curves,has_aggregated_chemical_industry,has_detailed_chemical_industry,has_coal_oil_for_heating_built_environment,buildings_insulation_employment_constant,households_insulation_employment_constant,co2_emission_1990_aviation_bunkers,co2_emission_1990_marine_bunkers,co2_percentage_free,co2_price,offshore_ccs_potential_mt_per_year,economic_multiplier,employment_fraction_production,employment_local_fraction,man_hours_per_man_year,lv_net_spare_capacity,lv_net_total_costs_present,lv_net_costs_per_capacity_step,lv_net_capacity_per_step,mv_net_spare_capacity,mv_net_total_costs_present,mv_net_costs_per_capacity_step,mv_net_capacity_per_step,hv_net_spare_capacity,hv_net_total_costs_present,hv_net_costs_per_capacity_step,hv_net_capacity_per_step,lv_mv_trafo_spare_capacity,lv_mv_trafo_total_costs_present,lv_mv_trafo_costs_per_capacity_step,lv_mv_trafo_capacity_per_step,mv_hv_trafo_spare_capacity,mv_hv_trafo_total_costs_present,mv_hv_trafo_costs_per_capacity_step,mv_hv_trafo_capacity_per_step,interconnection_net_costs_present,offshore_net_costs_present,flh_solar_pv_solar_radiation_max,hydrogen_electrolysis_solar_pv_capacity_ratio,insulation_detached_houses_low_share,insulation_detached_houses_medium_share,insulation_detached_houses_high_share,insulation_apartments_low_share,insulation_apartments_medium_share,insulation_apartments_high_share,insulation_semi_detached_houses_low_share,insulation_semi_detached_houses_medium_share,insulation_semi_detached_houses_high_share,insulation_corner_houses_low_share,insulation_corner_houses_medium_share,insulation_corner_houses_high_share,insulation_terraced_houses_low_share,insulation_terraced_houses_medium_share,insulation_terraced_houses_high_share,insulation_detached_houses_start_value,insulation_semi_detached_houses_start_value,insulation_apartments_start_value,insulation_corner_houses_start_value,insulation_terraced_houses_start_value,insulation_buildings_start_value,typical_roof_surface_corner_house_available_for_pv,typical_roof_surface_terraced_house_available_for_pv,typical_roof_surface_detached_house_available_for_pv,typical_roof_surface_semi_detached_house_available_for_pv,typical_roof_surface_apartment_available_for_pv,typical_useful_demand_space_heating_corner_house,typical_useful_demand_space_heating_detached_house,typical_useful_demand_space_heating_semi_detached_house,typical_useful_demand_space_heating_terraced_house,typical_useful_demand_space_heating_apartment,heat_demand_reduction_medium_insulation_corner_house,heat_demand_reduction_medium_insulation_detached_house,heat_demand_reduction_medium_insulation_semi_detached_house,heat_demand_reduction_medium_insulation_terraced_house,heat_demand_reduction_medium_insulation_apartments,heat_demand_reduction_high_insulation_corner_house,heat_demand_reduction_high_insulation_detached_house,heat_demand_reduction_high_insulation_semi_detached_house,heat_demand_reduction_high_insulation_terraced_house,heat_demand_reduction_high_insulation_apartments,heat_demand_reduction_high_insulation_buildings,heat_share_of_apartments_with_block_heating,heat_households_indoor_pipelines_investment_costs_with_block_heating_eur,heat_households_indoor_pipelines_investment_costs_without_block_heating_eur,heat_buildings_indoor_investment_costs_eur_per_kw,heat_buildings_heat_meter_investment_costs_eur_per_kw,heat_buildings_heat_meter_investment_costs_eur_per_connection,heat_exchanger_station_investment_costs_eur_per_kw,heat_sub_station_investment_costs_eur_per_kw,heat_distribution_pipelines_investment_costs_eur_per_meter,heat_length_of_distribution_pipelines_in_meter_per_residence_object_first_bracket,heat_length_of_distribution_pipelines_in_meter_per_residence_object_second_bracket,heat_length_of_distribution_pipelines_in_meter_per_residence_object_third_bracket,heat_length_of_distribution_pipelines_in_meter_per_residence_object_fourth_bracket,heat_length_of_distribution_pipelines_in_meter_per_residence_object_fifth_bracket,heat_length_of_connection_pipelines_in_meter_per_residence_first_bracket,heat_length_of_connection_pipelines_in_meter_per_residence_second_bracket,heat_length_of_connection_pipelines_in_meter_per_residence_third_bracket,heat_length_of_connection_pipelines_in_meter_per_residence_fourth_bracket,heat_length_of_connection_pipelines_in_meter_per_residence_fifth_bracket,heat_primary_pipelines_investment_costs_per_kw,heat_yearly_indoor_infrastructure_maintenance_costs_factor,heat_yearly_outdoor_infrastructure_maintenance_costs_factor,electric_vehicle_profile_1_share,electric_vehicle_profile_2_share,electric_vehicle_profile_3_share,electric_vehicle_profile_4_share,electric_vehicle_profile_5_share,solar_pv_profile_1_share,solar_pv_profile_2_share,annual_infrastructure_cost_gas,areable_land,co2_emission_1990,coast_line,interconnector_capacity,total_land_area,number_of_buildings,number_of_cars,number_of_residences,number_of_inhabitants,offshore_suitable_for_wind,residences_roof_surface_available_for_pv,buildings_roof_surface_available_for_pv,other_emission_agriculture,other_emission_built_environment,other_emission_transport,other_emission_industry_energy,number_of_detached_houses,number_of_apartments,number_of_semi_detached_houses,number_of_corner_houses,number_of_terraced_houses,init,base_dataset,scaling,uses_deprecated_initializer_inputs,derived,last_updated_at,useable
119,GM0148_dalfsen,10001,10001,municipality,2017,True,True,False,False,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,0.0093,0.014,4.6046,34.95619,0.85,0.0078,41.95,1.0,0.5,0.2,1800.0,0.25,1082186.12915457,18320.0,0.02,0.25,930003.704687785,138000.0,0.2,0.25,546503.995237895,72800.0,0.2,0.25,385528.808520186,4000.0,0.02,0.25,324655.838733471,50000.0,0.2,0.0,0.0,1361.35634547,0.427,0.5217391304347826,0.4782608695652174,0.0,0.46875,0.53125,0.0,0.3076923076923077,0.6923076923076923,0.0,0.08695652173913043,0.9130434782608696,0.0,0.3225806451612903,0.6774193548387097,0.0,11.0,18.0,17.0,21.0,21.0,46.0,3.33e-05,3.25e-05,6.17e-05,4.58e-05,1.90666666666667e-05,0.0444436934929221,0.069849301483813,0.0539853183103173,0.0384769640276346,0.0273790433088697,23.0,23.0,26.0,31.0,32.0,69.0,67.0,69.0,69.0,67.0,74.0,0.15,2022.0,5984.0,151.0,1.35,913.0,80.0,135.0,1200.0,10.7,11.3,12.8,16.6,20.6,9.9,10.9,12.2,16.5,20.1,200.0,0.025,0.03,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.189874385276472,134.71,0.191027400474164,0.0,60000.0,165.12,740.0,15658.0,11444.0,28070.0,12500.0,0.25718946466506,0.12859473233253,0.154149704,0.001366381299,0.00246358074,0.001265333267278,4270.829107899974,1361.555767067578,2426.0448213204118,1407.1059963658388,1978.464307346197,{},nl,"{'area_attribute': 'number_of_residences', 'value': 11444, 'base_value': 7587964}",False,True,2020-10-20T07:41:10.000+00:00,True
120,BU00141102_de_hunze,753,753,neighbourhood,2016,True,True,False,False,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,0.0093,0.014,4.6046,34.95619,0.85,0.0078,41.95,1.0,0.5,0.2,1800.0,0.25,29144.75075,1832.0,0.002,0.25,25046.27017,1380.0,0.002,0.25,14718.09913,728.0,0.002,0.25,10382.81745,400.0,0.002,0.25,8743.425224,500.0,0.002,0.0,0.0,1361.35634547,0.427,0.2608695652173913,0.7391304347826086,0.0,0.0,1.0,0.0,0.3076923076923077,0.6923076923076923,0.0,0.08695652173913043,0.9130434782608696,0.0,0.3225806451612903,0.6774193548387097,0.0,17.0,18.0,32.0,21.0,21.0,46.0,3.33e-05,3.25e-05,6.17e-05,4.58e-05,1.90666666666667e-05,0.0444436934929221,0.069849301483813,0.0539853183103173,0.0384769640276346,0.0273790433088697,23.0,23.0,26.0,31.0,32.0,69.0,67.0,69.0,69.0,67.0,74.0,0.15,2022.0,5984.0,151.0,1.35,913.0,80.0,135.0,1200.0,8.6,8.6,8.6,8.6,8.6,9.6,9.6,9.6,9.6,9.6,200.0,0.025,0.03,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.19231245693838292,0.0,0.007224948,0.0,60000.0,0.49,5.0,1140.0,1005.0,2485.0,4.9,0.02160402,0.000411521,0.0,0.0,0.0,0.0,113.0,15.000000000000002,122.0,189.0,566.0,{},nl,"{'area_attribute': 'number_of_residences', 'value': 1005, 'base_value': 7587964}",False,True,2020-10-20T07:41:10.000+00:00,True
121,GM0396_heemskerk,742,742,municipality,2016,True,True,True,False,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,0.0093,0.014,4.6046,34.95619,0.85,0.0078,41.95,1.0,0.5,0.2,1800.0,0.25,867841.055314967,18320.0,0.02,0.25,745800.906867654,138000.0,0.2,0.25,438259.732945956,72800.0,0.2,0.25,309168.37596307,4000.0,0.02,0.25,260352.316584145,50000.0,0.2,0.0,0.0,1361.35634547,0.427,0.2608695652173913,0.7391304347826086,0.0,0.46875,0.53125,0.0,0.5,0.5,0.0,0.08695652173913043,0.9130434782608696,0.0,0.3225806451612903,0.6774193548387097,0.0,17.0,13.0,17.0,21.0,21.0,46.0,3.33e-05,3.25e-05,6.17e-05,4.58e-05,1.90666666666667e-05,0.0444436934929221,0.069849301483813,0.0539853183103173,0.0384769640276346,0.0273790433088697,23.0,23.0,26.0,31.0,32.0,69.0,67.0,69.0,69.0,67.0,74.0,0.15,2022.0,5984.0,151.0,1.35,913.0,80.0,135.0,1200.0,4.9,5.2,5.6,6.1,7.9,3.2,4.4,5.3,6.0,7.0,200.0,0.025,0.03,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.3404960803714934,6.27,0.141519667368645,0.405,60000.0,27.22,2825.0,18019.0,17457.0,39299.0,114.776155124647,0.352235756526904,0.223686391123797,0.00312570452,0.0012445001356,0.00308207602,0.002511263044158,1075.0469036697248,5737.5873853211015,737.7184059633028,2702.631880733945,7204.015424311926,{},nl,"{'area_attribute': 'number_of_residences', 'value': 17457, 'base_value': 7587964}",False,True,2020-10-20T07:41:10.000+00:00,True
122,GM0432_opmeer,771,771,municipality,2016,True,True,False,False,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,0.0093,0.014,4.6046,34.95619,0.85,0.0078,41.95,1.0,0.5,0.2,1800.0,0.25,409225.863481854,18320.0,0.02,0.25,351678.476409138,138000.0,0.2,0.25,206659.061063947,72800.0,0.2,0.25,145786.713868765,4000.0,0.02,0.25,122767.759039678,50000.0,0.2,0.0,0.0,1361.35634547,0.427,0.5217391304347826,0.4782608695652174,0.0,0.15625,0.84375,0.0,0.5,0.5,0.0,0.08695652173913043,0.9130434782608696,0.0,0.3225806451612903,0.6774193548387097,0.0,11.0,13.0,27.0,21.0,21.0,46.0,3.33e-05,3.25e-05,6.17e-05,4.58e-05,1.90666666666667e-05,0.0444436934929221,0.069849301483813,0.0539853183103173,0.0384769640276346,0.0273790433088697,23.0,23.0,26.0,31.0,32.0,69.0,67.0,69.0,69.0,67.0,74.0,0.15,2022.0,5984.0,151.0,1.35,913.0,80.0,135.0,1200.0,9.8,10.5,11.3,11.7,14.4,10.6,11.1,11.5,12.1,13.7,200.0,0.025,0.03,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8955445755936638,36.69,0.0729528172485068,0.0,60000.0,41.52,775.0,5906.0,4680.0,11336.0,33.1077761391639,0.161120441076189,0.343824825261022,0.0389542834,0.00052912214416,0.000914831652,0.0002893294263702,1428.6003799873338,625.3831538948701,539.4300189993667,788.3977200759974,1298.188727042432,{},nl,"{'area_attribute': 'number_of_residences', 'value': 4680, 'base_value': 7587964}",False,True,2020-10-20T07:41:10.000+00:00,True
123,GM1911_hollands_kroon,749,749,municipality,2016,True,True,True,False,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,0.0093,0.014,4.6046,34.95619,0.85,0.0078,41.95,1.0,0.5,0.2,1800.0,0.25,2772858.00600636,18320.0,0.02,0.25,2382924.84877226,138000.0,0.2,0.25,1400293.29307123,72800.0,0.2,0.25,987830.664662491,4000.0,0.02,0.25,831857.401768852,50000.0,0.2,0.0,0.0,1361.35634547,0.427,0.5217391304347826,0.4782608695652174,0.0,0.15625,0.84375,0.0,0.5,0.5,0.0,0.08695652173913043,0.9130434782608696,0.0,0.3225806451612903,0.6774193548387097,0.0,11.0,13.0,27.0,21.0,21.0,46.0,3.33e-05,3.25e-05,6.17e-05,4.58e-05,1.90666666666667e-05,0.0444436934929221,0.069849301483813,0.0539853183103173,0.0384769640276346,0.0273790433088697,23.0,23.0,26.0,31.0,32.0,69.0,67.0,69.0,69.0,67.0,74.0,0.15,2022.0,5984.0,151.0,1.35,913.0,80.0,135.0,1200.0,9.1,9.7,10.3,11.5,14.9,9.7,10.6,11.2,12.2,15.6,200.0,0.025,0.03,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.933124616827386,312.96,0.339454463445806,28.822,60000.0,357.61,3137.0,24618.0,20554.0,47546.0,138.862237501119,0.732160902579127,1.69838579559093,0.175740872,0.0021781274724,0.00447713969,0.07071580462556,6442.922942715907,1957.3815062518174,3186.5971697198793,2936.570320829698,6030.528060482699,{},nl,"{'area_attribute': 'number_of_residences', 'value': 20554, 'base_value': 7587964}",False,True,2020-10-20T07:41:10.000+00:00,True
124,GM0175_ommen,10012,10012,municipality,2017,True,True,False,False,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,0.0093,0.014,4.6046,34.95619,0.85,0.0078,41.95,1.0,0.5,0.2,1800.0,0.25,3091288.20371545,18320.0,0.02,0.25,2656575.7999125,138000.0,0.2,0.25,1561100.54291868,72800.0,0.2,0.25,1101271.42259897,4000.0,0.02,0.25,927386.461077784,50000.0,0.2,0.0,0.0,1361.35634547,0.427,0.5217391304347826,0.4782608695652174,0.0,0.46875,0.53125,0.0,0.5,0.5,0.0,0.08695652173913043,0.9130434782608696,0.0,0.3225806451612903,0.6774193548387097,0.0,11.0,13.0,17.0,21.0,21.0,46.0,3.33e-05,3.25e-05,6.17e-05,4.58e-05,1.90666666666667e-05,0.0444436934929221,0.069849301483813,0.0539853183103173,0.0384769640276346,0.0273790433088697,23.0,23.0,26.0,31.0,32.0,69.0,67.0,69.0,69.0,67.0,74.0,0.15,2022.0,5984.0,151.0,1.35,913.0,80.0,135.0,1200.0,8.9,9.7,12.9,17.2,21.4,6.2,7.9,10.7,14.5,17.9,200.0,0.025,0.03,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.374699194671983,113.39,0.162513978430774,0.0,60000.0,179.96,1512.0,9384.0,7184.0,17531.0,12500.0,0.163784256803946,0.0818921284019732,0.1181169028,0.0007983116288,0.0018288652,0.018364988846918,2732.7100950282334,1161.5501996970113,1133.8471284946977,868.6891612725519,1287.203415507506,{},nl,"{'area_attribute': 'number_of_residences', 'value': 7184, 'base_value': 7587964}",False,True,2020-10-20T07:41:10.000+00:00,True
125,RES23_arnhem_nijmegen,100058,100058,res,2018,True,True,False,False,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,0.0093,0.014,4.6046,34.95619,0.85,0.0078,41.95,1.0,0.5,0.2,1800.0,0.25,28468432.77,18320.0,0.02,0.25,24465059.41,138000.0,0.2,0.25,14376558.55,72800.0,0.2,0.25,10141879.17,4000.0,0.02,0.25,8540529.831,50000.0,0.2,0.0,0.0,1361.35634547,0.427,0.43782608695652175,0.5621739130434782,0.0,0.42340625,0.57659375,0.0,0.5264769230769231,0.47352307692307694,0.0,0.12440000000000001,0.8755999999999999,0.0,0.33671935483870974,0.6632806451612903,0.0,12.93,12.3116,18.451,20.1388,20.5617,40.065200000000004,3.33e-05,3.25e-05,6.17e-05,4.58e-05,1.90666666666667e-05,0.0444436934929221,0.069849301483813,0.0539853183103173,0.0384769640276346,0.0273790433088697,23.0,23.0,26.0,31.0,32.0,69.0,67.0,69.0,69.0,67.0,74.0,0.15,2022.0,5984.0,151.0,1.35,913.0,80.0,135.0,1200.0,5.529057,6.134087,6.738796,7.367894,9.23957,4.655393,5.833088,6.643638,7.391585,8.873001,200.0,0.025,0.03,1.0,0.0,0.0,0.0,0.0,1.0,0.0,63.40532137474558,438.91,5.147105,0.0,60000.0,858.16,20096.0,339488.0,331348.0,735203.0,12500.0,13.87467846,9.506299635,0.33433,0.02609,0.055341,0.191709,34324.007972,102530.337032,32826.64636,52031.576440000004,109635.432196,{},nl2018,"{'area_attribute': 'number_of_residences', 'value': 331348, 'base_value': 7587964}",False,True,2021-03-25T13:22:21.000+00:00,True
126,GM0363_amsterdam,710,710,municipality,2016,True,True,True,False,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,0.0093,0.014,4.6046,34.95619,0.85,0.0078,41.95,1.0,0.5,0.2,1800.0,0.25,37239553.5768488,18320.0,0.02,0.25,32002741.3532315,138000.0,0.2,0.25,18805974.5568192,72800.0,0.2,0.25,13266590.9620576,4000.0,0.02,0.25,11171866.0726107,50000.0,0.2,0.0,0.0,1361.35634547,0.427,0.2608695652173913,0.7391304347826086,0.0,0.46875,0.53125,0.0,0.5,0.5,0.0,0.08695652173913043,0.9130434782608696,0.0,0.3225806451612903,0.6774193548387097,0.0,17.0,13.0,17.0,21.0,21.0,46.0,3.33e-05,3.25e-05,6.17e-05,4.58e-05,1.90666666666667e-05,0.0444436934929221,0.069849301483813,0.0539853183103173,0.0384769640276346,0.0273790433088697,23.0,23.0,26.0,31.0,32.0,69.0,67.0,69.0,69.0,67.0,74.0,0.15,2022.0,5984.0,151.0,1.35,913.0,80.0,135.0,1200.0,1.3,1.7,2.0,2.3,3.4,0.1,0.4,0.7,1.1,2.0,200.0,0.025,0.03,1.0,0.0,0.0,0.0,0.0,1.0,0.0,81.20943641799039,26.55,3.65913660880046,2.297,60000.0,165.33,47828.0,231183.0,424390.0,833624.0,2434.67155753655,4.86456640797559,8.24100435743954,0.0250295842,0.02611220038,0.0663698665,0.0908241638815856,2339.8490514954888,371125.57103000156,2394.3773689668783,9215.285652664714,39314.916896871364,{},nl,"{'area_attribute': 'number_of_residences', 'value': 424390, 'base_value': 7587964}",False,True,2020-10-20T07:41:10.000+00:00,True
127,BU00141211_ruischerwaard,759,759,neighbourhood,2016,True,True,False,False,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,0.0093,0.014,4.6046,34.95619,0.85,0.0078,41.95,1.0,0.5,0.2,1800.0,0.25,13785.14151,1832.0,0.002,0.25,11846.60598,1380.0,0.002,0.25,6961.496462,728.0,0.002,0.25,4910.956662,400.0,0.002,0.25,4135.542452,500.0,0.002,0.0,0.0,1361.35634547,0.427,0.0,0.6818181818181819,0.3181818181818182,0.0,1.0,0.0,0.0,0.930232558139535,0.06976744186046503,0.0,0.8695652173913044,0.13043478260869557,0.06451612903225817,0.9354838709677418,0.0,37.0,28.999999999999996,32.0,28.999999999999996,28.999999999999996,0.0,3.33e-05,3.25e-05,6.17e-05,4.58e-05,1.90666666666667e-05,0.0444436934929221,0.069849301483813,0.0539853183103173,0.0384769640276346,0.0273790433088697,23.0,23.0,26.0,31.0,32.0,69.0,67.0,69.0,69.0,67.0,74.0,0.15,2022.0,5984.0,151.0,1.35,913.0,80.0,135.0,1200.0,6.8,6.8,6.8,6.8,6.8,10.8,10.8,10.8,10.8,10.8,200.0,0.025,0.03,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.09816546309392085,0.0,0.003362009,0.0,60000.0,0.22,0.0,585.0,513.0,1380.0,2.2,0.007738765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,70.0,319.0,{},nl,"{'area_attribute': 'number_of_residences', 'value': 513, 'base_value': 7587964}",False,True,2020-10-20T07:41:10.000+00:00,True
128,GM0361_alkmaar,704,704,municipality,2016,True,True,False,False,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,0.0093,0.014,4.6046,34.95619,0.85,0.0078,41.95,1.0,0.5,0.2,1800.0,0.25,4031109.94257413,18320.0,0.02,0.25,3464235.10669691,138000.0,0.2,0.25,2035710.5210552,72800.0,0.2,0.25,1436082.91707507,4000.0,0.02,0.25,1209332.98272418,50000.0,0.2,0.0,0.0,1361.35634547,0.427,0.5217391304347826,0.4782608695652174,0.0,0.46875,0.53125,0.0,0.5,0.5,0.0,0.08695652173913043,0.9130434782608696,0.0,0.3225806451612903,0.6774193548387097,0.0,11.0,13.0,17.0,21.0,21.0,46.0,3.33e-05,3.25e-05,6.17e-05,4.58e-05,1.90666666666667e-05,0.0444436934929221,0.069849301483813,0.0539853183103173,0.0384769640276346,0.0273790433088697,23.0,23.0,26.0,31.0,32.0,69.0,67.0,69.0,69.0,67.0,74.0,0.15,2022.0,5984.0,151.0,1.35,913.0,80.0,135.0,1200.0,3.3,4.0,4.7,5.3,7.0,1.1,2.5,3.7,4.8,6.3,200.0,0.025,0.03,1.0,0.0,0.0,0.0,0.0,1.0,0.0,9.63399299205953,4.64,0.52137728213544,0.0,60000.0,110.46,8188.0,49775.0,50346.0,107615.0,314.298988110102,0.986501955471916,1.4864981604985,0.0631892228,0.003979569942,0.0089409394,0.04114170819814,3120.6116447523823,17642.505275175186,1927.465750728289,7369.955161010944,20285.462168333204,{},nl,"{'area_attribute': 'number_of_residences', 'value': 50346, 'base_value': 7587964}",False,True,2020-10-20T07:41:10.000+00:00,True
129,GM0677_hulst,861,861,municipality,2016,True,True,True,False,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,0.0093,0.014,4.6046,34.95619,0.85,0.0078,41.95,1.0,0.5,0.2,1800.0,0.25,827859.218078234,18320.0,0.02,0.25,711441.515494348,138000.0,0.2,0.25,418068.905140858,72800.0,0.2,0.25,294924.846447156,4000.0,0.02,0.25,248357.765413601,50000.0,0.2,0.0,0.0,1361.35634547,0.427,0.5217391304347826,0.4782608695652174,0.0,0.15625,0.84375,0.0,0.5,0.5,0.0,0.08695652173913043,0.9130434782608696,0.0,0.3225806451612903,0.6774193548387097,0.0,11.0,13.0,27.0,21.0,21.0,31.0,3.33e-05,3.25e-05,6.17e-05,4.58e-05,1.90666666666667e-05,0.0444436934929221,0.069849301483813,0.0539853183103173,0.0384769640276346,0.0273790433088697,23.0,23.0,26.0,31.0,32.0,69.0,67.0,69.0,69.0,67.0,74.0,0.15,2022.0,5984.0,151.0,1.35,913.0,80.0,135.0,1200.0,8.3,9.6,10.3,11.1,14.1,6.1,7.9,8.9,9.8,12.0,200.0,0.025,0.03,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.5398639213364747,154.39,0.182210311613261,4.773,60000.0,201.61,1700.0,15359.0,13273.0,27372.0,79.9423119690538,0.301711715768215,0.150855857884108,0.07304342,0.001371462654,0.00301777966,0.0008881436232002,5327.056053811659,1225.1236920777278,2295.494917787743,1704.2611360239162,2721.0642002989534,{},nl,"{'area_attribute': 'number_of_residences', 'value': 13273, 'base_value': 7587964}",False,True,2020-10-20T07:41:10.000+00:00,True
130,BU00140903_friesestraatweg,792,792,neighbourhood,2016,True,True,False,False,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,0.0093,0.014,4.6046,34.95619,0.85,0.0078,41.95,1.0,0.5,0.2,1800.0,0.25,29067.8605,1832.0,0.002,0.25,24980.19261,1380.0,0.002,0.25,14679.26955,728.0,0.002,0.25,10355.4253,400.0,0.002,0.25,8720.358148,500.0,0.002,0.0,0.0,1361.35634547,0.427,0.6956521739130435,0.30434782608695654,0.0,0.75,0.25,0.0,0.8461538461538461,0.15384615384615385,0.0,0.782608695652174,0.21739130434782605,0.0,0.0,0.8421052631578947,0.15789473684210525,7.000000000000001,4.0,8.0,5.0,37.0,0.0,3.33e-05,3.25e-05,6.17e-05,4.58e-05,1.90666666666667e-05,0.0444436934929221,0.069849301483813,0.0539853183103173,0.0384769640276346,0.0273790433088697,23.0,23.0,26.0,31.0,32.0,69.0,67.0,69.0,69.0,67.0,74.0,0.15,2022.0,5984.0,151.0,1.35,913.0,80.0,135.0,1200.0,12.5,12.5,12.5,12.5,12.5,20.3,20.3,20.3,20.3,20.3,200.0,0.025,0.03,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.08591869966699894,0.0,0.004405367,0.0,60000.0,0.19,36.0,55.0,449.0,60.0,1.9,0.007462282,0.002290771,0.0,0.0,0.0,0.0,174.61111111111111,74.83333333333333,174.61111111111111,24.944444444444443,0.0,{},nl,"{'area_attribute': 'number_of_residences', 'value': 449, 'base_value': 7587964}",False,True,2020-10-20T07:41:10.000+00:00,True
131,GM0796_s_hertogenbosch,10030,10030,municipality,2017,True,True,False,False,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,0.0093,0.014,4.6046,34.95619,0.85,0.0078,41.95,1.0,0.5,0.2,1800.0,0.25,6328436.27701261,18320.0,0.02,0.25,5438499.92523944,138000.0,0.2,0.25,3195860.31997812,72800.0,0.2,0.25,2254505.42373761,4000.0,0.02,0.25,1898530.88302834,50000.0,0.2,0.0,0.0,1361.35634547,0.427,0.2608695652173913,0.7391304347826086,0.0,0.46875,0.53125,0.0,0.5,0.5,0.0,0.08695652173913043,0.9130434782608696,0.0,0.3225806451612903,0.6774193548387097,0.0,17.0,13.0,17.0,21.0,21.0,46.0,3.33e-05,3.25e-05,6.17e-05,4.58e-05,1.90666666666667e-05,0.0444436934929221,0.069849301483813,0.0539853183103173,0.0384769640276346,0.0273790433088697,23.0,23.0,26.0,31.0,32.0,69.0,67.0,69.0,69.0,67.0,74.0,0.15,2022.0,5984.0,151.0,1.35,913.0,80.0,135.0,1200.0,3.9,4.9,5.8,6.6,8.5,1.5,3.1,4.2,5.2,6.9,200.0,0.025,0.03,1.0,0.0,0.0,0.0,0.0,1.0,0.0,13.443693196224968,34.76,0.857442746874192,0.0,60000.0,110.51,4190.0,77168.0,70255.0,152411.0,12500.0,1.25080960523712,0.625404802618558,0.0651477732,0.005345512892,0.01357048572,0.03141542653108,5587.412171080345,27124.202870060937,3737.7656631750397,9054.882824566823,24750.736471116852,{},nl2017,"{'area_attribute': 'number_of_residences', 'value': 70255, 'base_value': 7587964}",False,True,2020-10-20T07:41:10.000+00:00,True
132,GM0173_oldenzaal,10010,10010,municipality,2017,True,True,False,False,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,False,0.0093,0.014,4.6046,34.95619,0.85,0.0078,41.95,1.0,0.5,0.2,1800.0,0.25,1472714.16706687,18320.0,0.02,0.25,1265613.73724903,138000.0,0.2,0.25,743720.654388961,72800.0,0.2,0.25,524654.422029644,4000.0,0.02,0.25,441814.250102506,50000.0,0.2,0.0,0.0,1361.35634547,0.427,0.2608695652173913,0.7391304347826086,0.0,0.46875,0.53125,0.0,0.6538461538461539,0.34615384615384615,0.0,0.08695652173913043,0.9130434782608696,0.0,0.3225806451612903,0.6774193548387097,0.0,17.0,9.0,17.0,21.0,21.0,46.0,3.33e-05,3.25e-05,6.17e-05,4.58e-05,1.90666666666667e-05,0.0444436934929221,0.069849301483813,0.0539853183103173,0.0384769640276346,0.0273790433088697,23.0,23.0,26.0,31.0,32.0,69.0,67.0,69.0,69.0,67.0,74.0,0.15,2022.0,5984.0,151.0,1.35,913.0,80.0,135.0,1200.0,6.4,7.2,7.9,8.4,10.2,4.5,6.6,7.7,8.5,10.0,200.0,0.025,0.03,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.738491115666864,7.05,0.159378046542584,0.0,60000.0,21.55,830.0,20343.0,14311.0,32006.0,12500.0,0.311463687489328,0.155731843744664,0.00340329056,0.001200315247,0.00266680153,0.001455682042526,1980.238399555432,3103.5664073353714,1510.0311892192276,2738.733328702417,4978.430675187553,{},nl,"{'area_attribute': 'number_of_residences', 'value': 14311, 'base_value': 7587964}",False,True,2020-10-20T07:41:10.000+00:00,True
