index,unit,share_group,key,related_node,node_source_url,step_value,draw_to_min,draw_to_max,disabled,translated_name,sanitized_description,fixed,has_flash_movie,additional_specs,group,subgroup
111,%,freight_transport,transport_trucks_share,,,0.1,,,False,Trucks,"Will transport by truck increase? Compared to rail or inland navigation, truck transportation is relatively inefficient and polluting. Trucks are practical, however, in that they can reach nearly any destination. They are most suited for transporting goods over relatively short distances.
<br/><br/>
Note that trucks also include the small vans used for delivery. ",False,False,{},Freight transport,Applications
112,%,freight_transport,transport_freight_trains_share,,,0.1,,,False,Trains,"What do you think will happen to freight transport by rail? Trains are relatively energy-efficient, but depend on the presence of high-quality infrastructure.",False,False,{},Freight transport,Applications
113,%,freight_transport,transport_ships_share,,,0.1,,,False,Domestic navigation,"What do you think will happen to transport by ship? Will this decrease or increase? Ships are by far the most energy efficient mode of transport, but they depend on high quality infrastructure for inland navigation and they are relatively slow. They are ill-suited for transportation over short distances.",False,False,{},Freight transport,Applications
114,%,transport_truck_tech,transport_truck_using_electricity_share,,,0.1,,,False,Electric,"What percentage of all trucks will be fully electric in the future (not counting hybrids)? 
<br/><br/>
Some people believe trucks will use ICE technology for quite a while longer, as electric trucks are a technological challenge.
<br/><br/>
See the <a href=""https://github.com/quintel/etdataset-public/tree/master/nodes_source_analyses/energy/transport"">documentation on GitHub</a> for detailed information on the numbers and sources used.",False,False,{},Freight transport,Truck technology
115,%,transport_truck_tech,transport_truck_using_hydrogen_share,,,0.1,,,False,Hydrogen,"What percentage of all trucks will be hydrogen fuelled vehicles in the future?<br/><br/>
Hydrogen is an energy carrier - not an energy source -, so it has to be produced first. In the <a href=""/scenario/supply/hydrogen/hydrogen-production"" >hydrogen production section</a> you can determine how this is done - through steam reforming of methane (a powerful greenhouse gas) or through green electrolysis.
<br/><br/>
Hydrogen trucks (in the ETM) are fuel cell electric vehicles (FCEVs). Hydrogen in consumer vehicles is stored at a very high pressure of 350 bar in order to ensure a long driving range (of typically 500 km). FCEVs are electric vehicles, but they differ from electric vehicles in the sense that the electricity is not stored on board in a battery, but instead generated in the car itself. 
<br/><br/>
See the <a href=""https://github.com/quintel/etdataset-public/tree/master/nodes_source_analyses/energy/transport"">documentation on GitHub</a> for detailed information on the numbers and sources used.",False,False,{},Freight transport,Truck technology
116,%,transport_truck_tech,transport_truck_using_diesel_mix_share,,,0.1,,,False,Diesel,"What percentage of all trucks will use conventional diesel fueled internal combustion engine (ICE) technology? 
<br/><br/>
Some people believe trucks will use ICE technology for quite a while longer, as electric trucks are a technological challenge.
<br/><br/>
See the <a href=""https://github.com/quintel/etdataset-public/tree/master/nodes_source_analyses/energy/transport"">documentation on GitHub</a> for detailed information on the numbers and sources used.",False,False,{},Freight transport,Truck technology
117,%,transport_truck_tech,transport_truck_using_gasoline_mix_share,,,0.1,,,False,Gasoline,"What percentage of all trucks will use gasoline fueled internal combustion engine (ICE) technology? 
<br/><br/>
See the <a href=""https://github.com/quintel/etdataset-public/tree/master/nodes_source_analyses/energy/transport"">documentation on GitHub</a> for detailed information on the numbers and sources used.",False,False,{},Freight transport,Truck technology
118,%,transport_truck_tech,transport_truck_using_lng_mix_share,,,0.1,,,False,LNG,"What percentage of all trucks will use liquefied natural gas (LNG) fueled internal combustion engine (ICE) technology? LNG trucks have a longer driving range than compressed network gas (CNG) trucks, because the energy content of LNG is higher. However, LNG trucks also need expensive, highly insulated tanks.
<br/><br/>
See the <a href=""https://github.com/quintel/etdataset-public/tree/master/nodes_source_analyses/energy/transport"">documentation on GitHub</a> for detailed information on the numbers and sources used.",False,False,{},Freight transport,Truck technology
119,%,transport_truck_tech,transport_truck_using_compressed_natural_gas_share,,,0.1,,,False,Compressed gas,"What percentage of all trucks will use compressed natural gas fueled internal combustion engine (ICE) technology?
Natural gas fueled engines already exist and are currently mostly used for public transport buses. 
<br/><br/>
Compressed natural gas in these trucks comes from the gas network. This means it can contain green gas if in the current scenario this is mixed in with natural gas on the gas network.
<br/><br/>
See the <a href=""https://github.com/quintel/etdataset-public/tree/master/nodes_source_analyses/energy/transport"">documentation on GitHub</a> for detailed information on the numbers and sources used.",False,False,{},Freight transport,Truck technology
120,%,transport_freight_train_share,transport_freight_train_using_electricity_share,,,0.1,,,False,Electric,"Electric trains are the standard in all developed regions of the world. They are a very energy efficient and rather clean form of transport. They are not particularly flexible of course, and rely on expensive electric infrastructure, so they will never fully replace diesel trains.
<br/><br/>
See the <a href=""https://github.com/quintel/etdataset-public/tree/master/nodes_source_analyses/energy/transport"">documentation on GitHub</a> for detailed information on the numbers and sources used.",False,False,{},Freight transport,Train technology
121,%,transport_freight_train_share,transport_freight_train_using_diesel_mix_share,,,0.1,,,False,Diesel,"Diesel-powered trains are not uncommon as they do not rely on expensive electricity infrastructure. They are ideal for very remote and sparsely populated regions, or for international transport of goods. Because Europe is a patchwork of differing standards for powerlines, electric trains often cannot cross borders in Europe. 
<br/><br/>
See the <a href=""https://github.com/quintel/etdataset-public/tree/master/nodes_source_analyses/energy/transport"">documentation on GitHub</a> for detailed information on the numbers and sources used.",False,False,{},Freight transport,Train technology
